gsis_id,display_name,position,birth_date,pfr_id,espn_id
00-0011758,Zefross Moss,OT,1966-08-17,MossZe20,204
00-0031687,Raheem Mostert,RB,1992-04-09,MostRa00,2576414
00-0028653,Adrian Moten,LB,1988-04-22,MoteAd00,14634
00-0011762,Eric Moten,G,1968-04-11,MoteEr20,7022
MOT311466,Gary Moten,LB,1961-04-03,MoteGa20,
00-0011764,Mike Moten,DT,1974-03-12,MoteMi20,8249
00-0036106,Parnell Motley,CB,1997-10-28,MotlPa00,4037647
00-0033284,Taylor Moton,OT,1994-08-14,MotoTa00,2973051
00-0011767,Joe Mott,LB,1965-10-06,MottJo20,7570
MOT726754,Steve Mott,C,1961-03-24,MottSt20,
00-0030428,Zeke Motta,FS,1990-05-14,MottZe00,15993
00-0027436,Jeff Moturi,WR,1986-04-04,,
00-0011770,Eric Moulds,WR,1973-07-17,MoulEr00,935
00-0025733,Rashod Moulton,DB,1980-11-06,,10796
00-0032114,Deiontrez Mount,LB,1993-02-26,MounDe00,2576635
00-0023334,Cash Mouton,CB,1982-11-10,,
00-0027999,Jonas Mouton,LB,1988-03-17,MoutJo00,14000
00-0027066,Ryan Mouton,DB,1986-09-23,MoutRy99,12702
00-0011774,Zeke Mowatt,TE,1961-03-05,MowaZe00,
00-0033432,Jonathan Moxey,CB,1995-01-14,MoxeJo00,3042884
00-0029108,Derek Moye,WR,1988-08-12,MoyeDe00,15329
MOY138430,Alex Moyer,LB,1963-10-25,MoyeAl20,
00-0011779,Ken Moyer,C,1966-11-19,MoyeKe20,
MOY415290,Paul Moyer,FS,1961-07-26,MoyePa20,
00-0024676,Dan Mozes,C,1983-09-15,,
MRA415291,Mark Mraz,DE,1965-02-09,MrazMa20,
00-0011783,Bob Mrosko,TE,1965-11-13,MrosBo00,
00-0021875,Gene Mruczkowski,C,1980-06-06,MrucGe20,5428
00-0023674,Scott Mruczkowski,G,1982-04-05,MrucSc20,8656
00-0030634,Henoc Muamba,LB,1989-02-23,MuamHe00,16689
00-0039829,Darius Muasau,LB,2001-02-10,MuasDa00,4428072
00-0027731,Roddrick Muckelroy,LB,1986-10-27,MuckRo99,13427
MUC415290,Jerry Muckensturm,LB,1953-10-13,MuckJe20,
MUC622935,Larry Mucker,WR,1954-12-15,MuckLa00,
00-0033211,Jordan Mudge,G,1989-08-08,,2512134
00-0011790,Jamie Mueller,RB,1964-10-04,MuelJa00,
00-0032088,Ryan Mueller,LB,1991-04-30,MuelRy01,2517946
MUE553720,Vance Mueller,RB,1964-05-05,MuelVa00,
00-0022143,Ovie Mughelli,FB,1980-06-10,MughOv00,4592
00-0033964,Al-Quadin Muhammad,LB,1995-03-28,MuhaAl00,3051942
MUH415290,Calvin Muhammad,WR,1958-12-10,MuhaCa00,
00-0040336,Jabbar Muhammad,CB,2001-12-28,MuhaJa00,4432440
00-0040594,Jamil Muhammad,LB,2001-02-01,MuhaJa01,4430211
00-0033797,Khalfani Muhammad,RB,1994-09-26,MuhaKh00,3052143
00-0041060,Malik Muhammad,CB,2004-09-14,MuhaMa00,4870953
00-0011795,Muhsin Muhammad,WR,1973-05-05,MuhaMu00,936
00-0011796,Mustafah Muhammad,DB,1973-10-19,MuhaMu20,2064
00-0022455,Don Muhlbach,LS,1981-08-17,MuhlDo20,8362
MUH622935,Horst Muhlmann,K,1940-01-02,MuhlHo20,
00-0032722,Blake Muir,G,1991-05-10,MuirBl00,2573339
00-0024692,Daniel Muir,DT,1983-09-12,MuirDa20,10827
00-0011798,Shay Muirbrook,LB,1973-11-15,,
00-0036661,Israel Mukuamu,CB,1999-11-28,MukuIs00,4362855
00-0040749,Andrew Mukuba,SAF,2002-12-07,MukuAn00,4602197
MUL158204,Herb Mul-key,RB,1949-11-15,Mul-He00,
00-0011799,Mike Mularkey,TE,1961-11-19,MulaMi00,
00-0040403,Fatorma Mulbah,DT,2002-09-07,MulbFa00,4565309
00-0011803,Edwin Mulitalo,G,1974-09-01,MuliEd20,1882
MUL197755,Tom Mullady,WR,1957-01-30,MullTo00,
MUL237306,Mark Mullaney,DE,1953-04-30,MullMa20,
MUL276857,Davlin Mullen,DB,1960-02-17,MullDa20,
MUL316408,Gary Mullen,WR,1963-02-01,MullGa20,
00-0011811,Roderick Mullen,DB,1972-12-05,MullRo20,913
MUL355959,Tom Mullen,G,1951-11-11,MullTo20,
00-0038871,Tiawan Mullen,DB,2000-07-12,MullTi00,4430213
00-0035695,Trayvon Mullen,CB,1997-09-20,MullTr00,4035458
00-0033319,Nick Mullens,QB,1995-03-21,MullNi00,3059989
00-0026008,Matthew Mulligan,TE,1985-01-18,MullMa00,11708
MUL593265,Wayne Mulligan,C,1947-05-05,MullWa20,
00-0040205,Kalel Mullings,RB,2002-10-04,MullKa00,4429121
MUL626816,Aleric Mullins,DT,1986-04-04,,
MUL672367,Eric Mullins,WR,1962-07-30,MullEr20,
MUL711918,Gerry Mullins,G,1949-08-24,MullGe21,
00-0030131,Andy Mulumba,OLB,1990-01-31,MuluAn00,16560
00-0037811,Chad Muma,LB,1999-08-18,MumaCh00,4361707
MUM138430,Tony Mumford,RB,1963-06-14,MumfTo20,
00-0040590,Konata Mumpfield,WR,2002-10-24,MumpKo00,4710855
00-0031600,Keith Mumphery,WR,1992-06-05,MumpKe00,2515420
MUM553720,Lloyd Mumphord,CB,1946-12-20,MumpLl20,
MUM692150,Lloyd Mumphrey,DE,1961-02-14,MumpLl21,
00-0011819,Mike Munchak,G,1960-03-05,MuncMi00,6883
MUN151014,Chuck Muncie,RB,1953-03-17,MuncCh00,
00-0033246,Johnny Mundt,TE,1994-11-23,MundJo00,3052096
00-0026334,Ryan Mundy,S,1985-02-11,MundRy00,11428
00-0011822,Marc Munford,LB,1965-02-14,MunfMa20,
00-0037322,Thayer Munford Jr.,OT,1999-09-18,MunfTh00,4242001
00-0020700,James Mungro,RB,1978-02-13,MungJa00,4335
00-0026944,Captain Munnerlyn,DB,1988-04-10,MunnCa99,12703
00-0011825,Anthony Munoz,OT,1958-08-19,MunoAn00,12132
MUN679563,Nelson Munsey,CB,1948-07-02,MunsNe20,
00-0033716,Calvin Munson,LB,1994-12-27,MunsCa00,3047530
MUN755070,Bill Munson,QB,1941-08-11,MunsBi00,
00-0032192,Daniel Munyer,G,1992-03-04,MunyDa00,2511330
MUR040516,Ed Muransky,G,1960-01-20,MuraEd20,
00-0036237,Larrell Murchison,DT,1997-04-24,MurcLa00,4240123
00-0041134,Red Murdock,LB,2003-09-24,MurdRe00,4912190
00-0028476,O.J. Murdock,WR,1987-02-15,MurdO.00,
00-0035236,Byron Murphy,CB,1998-01-18,MurpBy00,4038999
00-0039309,Byron Murphy II,DT,2002-09-08,MurpBy01,4570040
00-0038851,Caleb Murphy,LB,1999-12-15,MurpCa00,4911489
00-0019487,Frank Murphy,WR,1977-02-11,MurpFr00,2301
00-0039715,Gabriel Murphy,LB,2000-10-13,MurpGa00,4428080
00-0039486,Grayson Murphy,LB,2000-10-13,MurpGr00,4428077
00-0031165,Jake Murphy,TE,1989-09-21,MurpJa01,17393
00-0032680,Pace Murphy,OT,1994-03-02,MurpPa00,2974612
MUR263354,James Murphy,WR,1959-10-10,MurpJa20,
00-0023997,Jason Murphy,G,1982-08-07,MurpJa00,10313
00-0027670,Jerome Murphy,DB,1987-01-13,MurpJe99,13290
00-0011843,Jim Murphy,QB,1975-02-23,MurpJi20,
00-0011844,Kevin Murphy,OLB,1963-09-08,MurpKe20,6531
00-0028983,Kevin Murphy,OT,1990-02-16,MurpKe00,15239
00-0032433,Kyle Murphy,OT,1993-12-11,MurpKy00,2978275
00-0035870,Kyle Murphy,OL,1998-05-18,MurpKy02,4032758
00-0011854,Yo Murphy,WR,1973-05-11,MurpYo00,2022
00-0027089,Louis Murphy,WR,1987-05-11,MurpLo00,12585
00-0031959,Marcus Murphy,RB,1991-10-03,MurpMa03,2514123
MUR517845,Mark Murphy,DB,1955-07-13,MurpMa20,
MUR518478,Mark Murphy,S,1958-04-22,MurpMa01,
00-0041173,Mason Murphy,OT,2002-06-21,MurpMa05,4682479
00-0021352,Matt Murphy,TE,1980-02-23,MurpMa00,3756
00-0028328,Matt Murphy,G,1989-07-27,MurpMa02,14494
MUR519111,Mike Murphy,LB,1957-01-14,MurpMi20,
MUR519744,Mike Murphy,WR,1967-09-20,,
00-0023888,Montez Murphy,DE,1982-01-06,MurpMo20,
00-0038546,Myles Murphy,DE,2002-01-03,MurpMy00,4428985
00-0020680,Nick Murphy,P,1979-10-22,MurpNi20,8365
MUR520377,Phil Murphy,DT,1957-09-26,MurpPh20,
00-0028416,Richard Murphy,RB,1986-09-18,MurpRi00,14294
00-0018931,Rob Murphy,G,1977-01-18,MurpRo20,
00-0031629,Ryan Murphy,DB,1992-10-14,MurpRy00,2517020
00-0026250,Shawn Murphy,OT,1982-12-17,MurpSh20,11344
00-0023493,Terrence Murphy,WR,1982-12-15,MurpTe00,8472
00-0031300,Trent Murphy,DE,1990-12-22,MurpTr00,16751
00-0031816,Tyler Murphy,WR,1992-01-12,MurpTy00,2516059
00-0030343,Will Murphy,WR,1990-05-15,MurpWi00,2330107
00-0035239,Sean Murphy-Bunting,CB,1997-06-19,BuntSe00,3932886
00-0031287,Aaron Murray,QB,1990-11-10,MurrAa00,17021
00-0036093,Bill Murray,G,1997-07-03,,3912189
00-0022423,Cal Murray,RB,1981-04-19,,
MUR567224,Dan Murray,LB,1966-10-20,MurrDa20,
00-0028009,DeMarco Murray,RB,1988-02-12,MurrDe00,14005
00-0011859,Eddie Murray,K,1956-08-29,murraedd01,14
00-0033038,Eric Murray,S,1994-01-07,MurrEr00,2970716
00-0034295,Jimmy Murray,C,1995-05-05,MurrJi00,3048026
00-0037035,Jordan Murray,OT,1997-05-17,,3914494
00-0038999,Jordan Murray,TE,2000-04-20,,4368172
MUR668514,Joe Murray,G,1960-11-07,MurrJo20,
00-0032528,Justin Murray,OT,1993-04-19,MurrJu00,2576585
00-0036441,"Kenneth Murray, Jr.",LB,1998-11-16,MurrKe00,4241394
00-0035228,Kyler Murray,QB,1997-08-07,MurrKy00,3917315
00-0030513,Latavius Murray,RB,1990-01-18,MurrLa00,15920
MUR673578,Calvin Murray,RB,1958-10-18,MurrCa20,
00-0011864,Mark Murray,LB,1967-10-15,MurrMa20,
00-0033812,Najee Murray,DB,1994-04-21,MurrNa00,2976302
00-0024693,Pat Murray,G,1984-10-31,MurrPa00,
00-0030626,Patrick Murray,K,1991-06-22,MurrPa01,16684
00-0026720,Rico Murray,DB,1987-08-21,MurrRi00,12927
00-0038895,Tyler Murray,LB,1999-02-15,MurrTy00,4241730
MUR709030,Walter Murray,WR,1962-12-13,MurrWa00,
00-0011869,Adrian Murrell,RB,1970-10-16,MurrAd00,457
00-0025720,Marques Murrell,LB,1985-03-20,MurrMa99,11049
MUR729288,Bill Murrell,TE,1956-06-14,MurrBi21,
00-0039231,Patrick Murtagh,TE,2000-02-11,MurtPa00,5209791
MUR790062,Greg Murtha,OT,1957-04-23,MurtGr20,
00-0027148,Lydon Murtha,OT,1985-11-13,MurtLy20,12704
00-0037317,Nick Muse,TE,1998-11-25,MuseNi00,4249624
00-0036368,Tanner Muse,LB,1996-09-06,MuseTa00,3728263
00-0039144,Luke Musgrave,TE,2000-09-02,MusgLu00,4428085
00-0011873,Bill Musgrave,QB,1967-11-11,MusgBi00,7228
MUS355962,Neal Musser,LB,1957-03-20,MussNe20,
MUS593270,Johnny Musso,RB,1950-03-06,MussJo00,
00-0011879,Najee Mustafaa,CB,1964-06-20,MustNa20,6631
00-0039360,Malik Mustapha,SAF,2002-06-25,MustMa00,4696211
00-0021403,Chad Mustard,TE,1977-10-08,MustCh00,5127
00-0011880,Brad Muster,FB,1965-04-11,MustBr00,6407
00-0038795,PJ Mustipher,DT,1998-11-10,MustPJ00,4361421
00-0035062,Sam Mustipher,C,1996-08-13,MustSa01,3129307
00-0033774,Tevon Mutcherson,DB,1992-07-27,,2971519
00-0036399,Netane Muti,G,1999-03-27,MutiNe00,4040910
00-0038437,Donavan Mutin,LB,2000-09-22,MutiDo00,4360193
00-0040763,Mapalo Mwansa,LB,2004-04-02,MwanMa00,5279357
00-0035345,Chris Myarick,TE,1995-10-06,MyarCh00,3138744
MYE059327,Steve Myer,QB,1954-07-17,MyerSt00,
00-0019565,Bobby Myers,DB,1976-11-10,MyerBo21,2255
00-0027135,Brandon Myers,TE,1985-09-04,MyerBr00,12705
00-0023633,Chris Myers,C,1981-09-15,MyerCh20,8614
MYE355962,Frank Myers,OT,1956-01-04,MyerFr20,
00-0011885,Greg Myers,S,1972-09-30,MyerGr20,996
00-0031492,Jason Myers,K,1991-05-12,MyerJa00,2473037
00-0036622,Josh Myers,C,1998-07-16,MyerJo00,4242000
00-0020359,Leonard Myers,DB,1978-12-18,MyerLe20,3999843
00-0034692,Marko Myers,DB,1994-09-05,,4339831
00-0011886,Michael Myers,DT,1976-01-20,MyerMi20,1500
MYE474616,Chip Myers,WR,1945-08-09,MyerCh00,
00-0026655,Rob Myers,TE,1986-04-09,MyerRo00,12546
00-0031601,Robert Myers,G,1991-12-26,MyerRo01,2521895
00-0022940,Ryan Myers,LB,1980-02-27,MyerRy20,5496
00-0011890,Shannon Myers,WR,1973-06-16,,
MYE711924,Tom Myers,FS,1950-10-24,,
MYE771251,Wilbur Myers,DB,1961-08-17,MyerWi20,
00-0011894,DeShone Myles,LB,1974-10-31,MyleDe20,1507
00-0011896,Godfrey Myles,LB,1968-09-22,MyleGo20,7124
MYL553722,Jesse Myles,RB,1960-09-28,MyleJe20,
00-0026442,Lamar Myles,OLB,1986-01-07,,
00-0020657,Reggie Myles,CB,1979-10-10,MyleRe20,4387
00-0011899,Toby Myles,OT,1975-07-23,MyleTo20,
00-0026473,Tywain Myles,DT,1984-10-01,,
00-0035188,Alexander Myres,CB,1996-04-20,MyreAl00,4039292
00-0033587,Jalen Myrick,CB,1995-02-27,MyriJa00,3040198
MYR415291,Chip Myrtle,LB,1945-02-06,MyrtCh20,
00-0011902,Tom Myslinski,G,1968-12-07,MyslTo20,372
00-0025559,Legedu Naanee,WR,1983-09-16,NaanLe00,10615
00-0035908,Gabe Nabers,FB,1997-11-05,NabeGa00,4035611
00-0039337,Malik Nabers,WR,2003-07-28,NabeMa00,4595348
00-0033649,Kai Nacua,DB,1995-03-03,NacuKa00,3053804
00-0039075,Puka Nacua,WR,2001-05-29,NacuPu00,4426515
00-0026417,Jesse Nading,LB,1985-07-03,NadiJe00,11830
00-0011905,Chris Naeole,G,1974-12-25,NaeoCh20,1215
NAF415291,Dana Nafziger,TE,1953-10-26,NafzDa20,
00-0036515,Chris Naggar,K,1997-12-09,NaggCh00,4241822
00-0011907,Browning Nagle,QB,1968-04-29,NaglBr00,6761
00-0028190,Bill Nagy,G,1987-10-26,NagyBi00,14096
00-0037291,Jalen Nailor,WR,1999-03-02,NailJa00,4382466
00-0011908,Jamie Nails,G,1975-06-03,NailJa20,1358
NAI664464,Rob Nairne,LB,1954-03-24,NairRo20,
NAJ415291,Pete Najarian,LB,1963-12-22,NajaPe20,
00-0030961,Jordan Najvar,TE,1991-01-08,NajvJo01,17310
00-0026346,Haruki Nakamura,FS,1986-04-18,NakaHa99,11440
00-0026923,Johnathan Nalbone,TE,1986-05-14,NalbJo00,12706
00-0011915,Tom Nalen,C,1971-05-13,NaleTo00,585
00-0021277,Craig Nall,QB,1979-04-21,NallCr00,3692
00-0034597,Ryan Nall,RB,1995-12-27,NallRy00,3127335
NAM415291,Joe Namath,QB,1943-05-31,NamaJo00,
00-0027201,Dimitri Nance,RB,1988-02-18,NancDi00,13619
00-0023981,Martin Nance,WR,1983-05-26,NancMa00,10366
00-0024351,Terna Nande,LB,1983-06-17,NandTe20,9723
NAP622935,Eric Naposki,LB,1966-12-20,NapoEr20,
00-0039649,Brayden Narveson,K,1999-09-28,NarvBr00,4361765
00-0023576,Damien Nash,RB,1982-04-14,NashDa00,8556
00-0021299,Keyon Nash,DB,1979-03-11,NashKe21,4457
00-0011929,Joe Nash,DT,1960-10-11,NashJo00,7093
00-0040551,Nick Nash,WR,1999-07-08,NashNi00,4570242
NAS276860,Kenny Nash,WR,1962-10-28,NashKe20,
00-0011932,Marcus Nash,WR,1976-02-01,NashMa00,1434
00-0029349,Zack Nash,LB,1989-09-23,NashZa00,15525
00-0036503,Hamsah Nasirildeen,LB,1999-01-17,NasiHa00,4240030
00-0033129,Carl Nassib,LB,1993-04-12,NassCa00,2614825
00-0030586,Ryan Nassib,QB,1990-03-10,NassRy00,15891
NAT207645,Tony Nathan,RB,1956-12-14,NathTo00,
00-0020090,Brian Natkin,TE,1978-01-03,NatkBr00,3484
00-0033266,JoJo Natson,WR,1994-02-01,NatsJo00,2971830
00-0021961,Michael Nattiel,LB,1980-11-08,NattMi20,4648
00-0011939,Ricky Nattiel,WR,1966-01-25,NattRi00,
NAU553722,Paul Naumoff,OLB,1945-07-03,NaumPa00,
00-0035539,Isaac Nauta,TE,1997-05-21,NautIs00,4035014
00-0026612,Jeremy Navarre,DE,1987-03-16,NavaJe99,12823
00-0022827,John Navarre,QB,1980-09-09,NavaJo00,5727
NAV415291,Steve Nave,LB,1963-08-29,NaveSt20,
00-0011945,Hannibal Navies,LB,1977-07-19,NaviHa20,1853
00-0039207,Durell Nchami,DE,2000-02-11,NchaDu00,4360638
00-0037041,Haggai Ndubuisi,DT,2000-10-15,ChisHa00,5033343
00-0025640,Chinedum Ndukwe,DB,1985-03-04,,10696
00-0023299,Ike Ndukwe,G,1982-07-17,NdukIk20,9519
00-0031693,Chuka Ndulue,NT,1991-08-27,,2514227
00-0022036,Spencer Nead,TE,1977-11-03,NeadSp00,4692
00-0040202,Devin Neal,RB,2003-08-12,NealDe00,4682652
00-0039775,Elias Neal,LB,2001-09-11,NealEl00,4428098
00-0037612,Evan Neal,G,2000-09-19,NealEv00,4567134
NEA166116,Frankie Neal,WR,1965-10-01,NealFr20,
00-0041306,James Neal III,OT,2003-03-18,NealJa00,5081880
00-0040873,Julian Neal,CB,2003-02-12,NealJu00,4684543
00-0032382,Keanu Neal,S,1995-07-26,NealKe01,3054962
00-0011957,Leon Neal,RB,1972-09-11,NealLe20,8117
00-0033661,Lewis Neal,DE,1995-05-17,NealLe00,3042744
00-0011958,Lorenzo Neal,FB,1970-12-27,NealLo00,490
NEA249174,Louis Neal,WR,1951-01-10,NealLo01,
00-0027664,Mike Neal,OLB,1987-06-26,NealMi99,13291
00-0030756,Rajion Neal,RB,1992-03-28,NealRa01,17221
00-0011961,Randy Neal,LB,1972-12-29,NealRa20,7960
NEA332232,Richard Neal,DT,1947-09-02,NealRi20,
NEA415290,Speedy Neal,FB,1962-08-26,NealSp00,
00-0034527,Ryan Neal,DB,1995-12-24,NealRy00,3121344
00-0034391,Siran Neal,DB,1994-08-04,NealSi00,3057524
00-0020457,Stephen Neal,G,1976-10-09,,3509
NEA581406,Dan Neal,C,1949-08-30,NealDa20,
00-0031896,Quayshawn Nealy,LB,1991-08-05,NealQu00,2510552
00-0011965,Ray Nealy,RB,1975-04-30,NealRa00,8204
00-0030477,Spencer Nealy,DE,1989-12-08,NealSp01,16208
00-0032459,Aaron Neary,C,1992-11-15,NearAa00,2565338
NEA747522,Mike Nease,G,1961-10-30,NeasMi20,
00-0032592,Sharrod Neasman,S,1991-10-14,NeasSh00,2982866
00-0027402,Andre Neblett,DT,1988-06-07,NeblAn00,13620
00-0020747,Ryan Nece,OLB,1979-02-24,NeceRy20,4328
00-0011968,Derrick Ned,RB,1969-01-05,NedxDe00,7533
00-0021305,Larry Ned,RB,1978-08-23,NedxLa00,3774
00-0011970,Joe Nedney,K,1973-03-22,nednejoe01,982
00-0011972,John Nee,OT,1967-11-21,,
00-0035346,Nik Needham,DB,1996-11-04,NeedNi00,3124702
NEE415291,Ralph Neely,OT,1943-09-12,NeelRa00,
NEE426541,Bobby Neely,TE,1974-03-22,NeelBo20,8082
NEH415291,Renaldo Nehemiah,WR,1959-03-24,NeheRe00,
00-0032039,Connor Neighbors,FB,1991-12-13,,2516223
NEI249174,Wes Neighbors,C,1964-02-28,,
00-0019088,Dallas Neil,P,1976-09-30,NeilDa20,
00-0011983,Dan Neil,G,1973-10-21,NeilDa21,1240
NEI498348,Kenny Neil,DE,1959-01-08,NeilKe20,
00-0028191,Chris Neild,NT,1987-12-01,NeilCh00,14067
00-0023982,Ryan Neill,LS,1982-12-12,NeilRy99,10049
NEI664464,Bill Neill,DT,1959-03-15,NeilBi20,
NEI747522,Steve Neils,OLB,1951-05-02,NeilSt20,
00-0028480,Cory Nelms,CB,1988-02-27,NelmCo00,14425
NEL027686,Mike Nelms,DB,1955-04-08,NelmMi00,
00-0035254,Anthony Nelson,LB,1997-03-04,NelsAn01,3894856
00-0021834,Ben Nelson,WR,1979-08-21,NelsBe20,5376
00-0022125,Bruce Nelson,C,1979-05-12,NelsBr20,
NEL166116,Chuck Nelson,K,1960-02-23,nelsochu01,
00-0031350,Corey Nelson,ILB,1992-04-22,NelsCo00,16902
NEL193802,Shane Nelson,ILB,1955-05-25,NelsSh20,
NEL221488,Darrell Nelson,TE,1961-10-27,NelsDa20,
00-0011997,Darrin Nelson,RB,1959-01-02,NelsDa00,
00-0027322,David Nelson,WR,1986-11-07,NelsDa01,13621
NEL276860,David Nelson,RB,1963-11-23,NelsDa21,
NEL304546,Dennis Nelson,OT,1946-02-02,NelsDe20,
NEL332232,Derrie Nelson,LB,1958-02-08,NelsDe21,
NEL415290,Ed Nelson,DE,1960-04-30,NelsEd20,
00-0038693,Garrett Nelson,DE,2000-03-01,NelsGa00,4430250
00-0040224,Jack Nelson,OT,2002-01-15,NelsJa01,4693369
00-0032112,J.J. Nelson,WR,1992-04-24,NelsJJ00,2515759
00-0012005,Jim Nelson,LB,1975-04-16,NelsJi20,1749
00-0029207,Jerico Nelson,DB,1989-09-19,NelsJe00,15459
00-0028167,Jonathan Nelson,S,1988-05-06,NelsJo01,14092
00-0026176,Jordy Nelson,WR,1985-05-31,NelsJo00,11270
NEL526034,Karl Nelson,OT,1960-06-14,NelsKa20,
00-0028374,Kyle Nelson,LS,1986-10-03,NelsKy00,14426
NEL553720,Lee Nelson,DB,1954-01-30,NelsLe20,
NEL581406,Mark Nelson,G,1964-06-22,NelsMa20,
00-0035328,Matt Nelson,OT,1995-12-19,NelsMa00,3145005
00-0034767,Nick Nelson,CB,1996-10-16,NelsNi00,3124574
00-0035368,Picasso Nelson,DB,1996-04-15,NelsPi00,3123966
00-0034342,Quenton Nelson,G,1996-03-19,NelsQu00,3129308
NEL609092,Ralph Nelson,RB,1954-01-23,NelsRa00,
00-0025408,Reggie Nelson,FS,1983-09-21,NelsRe99,10465
00-0012015,Reggie Nelson,G,1976-06-23,NelsRe20,
00-0021558,Rhett Nelson,DB,1980-02-16,NelsRh20,5132
00-0031232,Robert Nelson,DB,1990-02-16,NelsRo00,17416
NEL692150,Bob Nelson,ILB,1953-06-30,NelsBo20,
NEL698150,Bob Nelson,NT,1959-03-03,NelsBo21,
00-0012016,Royce Nelson,G,1970-08-09,,
00-0037148,Scott Nelson,DB,1999-07-20,NelsSc00,4242337
00-0027088,Shawn Nelson,TE,1985-10-05,NelsSh00,12547
00-0032150,Steven Nelson,CB,1993-01-22,NelsSt01,3045287
NEL719836,Steve Nelson,LB,1951-04-26,NelsSt00,
NEL747522,Terry Nelson,TE,1951-05-20,NelsTe00,
NEL775208,Ted Nelson,DB,1965-01-01,,
00-0026721,Tom Nelson,DB,1986-12-04,NelsTo00,12928
NEL802894,Bill Nelson,DT,1948-03-09,NelsBi20,
00-0032570,Stephane Nembot,OT,1991-12-07,NembSt01,2576943
00-0040504,Bryson Nesbit,TE,2002-09-25,NesbBr00,4602969
00-0012023,Jamar Nesbit,G,1976-12-17,NesbJa20,2031
00-0028508,Joshua Nesbitt,QB,1988-04-15,NesbJo00,14562
00-0026738,Nate Ness,DB,1986-09-05,NessNa00,13005
00-0039716,Doug Nester,G,2000-08-07,NestDo02,4426368
00-0028904,Al Netter,OT,1989-07-21,NettAl00,15171
NET415290,Doug Nettles,DB,1951-08-13,NettDo20,
00-0012034,Keith Neubert,TE,1964-09-13,NeubKe00,
00-0018578,Ryan Neufeld,FB,1975-11-22,NeufRy00,2087
NEU332232,Rick Neuheisel,QB,1961-02-07,NeuhRi20,
00-0012037,Quentin Neujahr,C,1971-01-30,NeujQu20,857
00-0036833,Ryan Neuzil,G,1997-07-31,NeuzRy00,4036444
00-0012038,Jason Nevadomsky,LB,1975-11-08,,
00-0012041,Tom Neville,G,1961-09-04,NeviTo20,
NEV664464,Tom Neville,OT,1943-08-12,NeviTo00,
00-0028025,Drake Nevis,DT,1989-05-08,NeviDr00,14029
00-0023616,Jared Newberry,LB,1981-04-11,,
00-0012042,Jeremy Newberry,C,1976-03-23,NewbJe00,1488
00-0012044,Tom Newberry,G,1962-12-20,NewbTo20,7048
00-0012045,Richard Newbill,LB,1968-02-08,NewbRi20,
00-0012050,Mike Newell,C,1976-07-22,,
00-0027768,Marshall Newhouse,G,1988-09-29,NewhMa20,13428
00-0021560,Reggie Newhouse,WR,1981-02-16,NewhRe00,5134
NEW241137,Robert Newhouse,RB,1950-01-09,NewhRo00,
00-0018579,Robert Newkirk,DT,1977-03-06,NewkRo20,2104
NEW294723,Bob Newland,WR,1948-10-27,NewlBo00,
00-0012056,Anthony Newman,S,1965-11-25,NewmAn20,148
00-0012061,Pat Newman,WR,1968-09-10,NewmPa00,7226
NEW348309,Ed Newman,G,1951-06-04,NewmEd00,
00-0012059,Keith Newman,LB,1977-01-19,NewmKe20,1872
00-0040210,Luke Newman,G,2002-03-03,NewmLu00,4695895
00-0036631,Royce Newman,G,1997-08-17,NewmRo00,4047660
00-0021378,Russell Newman,DT,1980-06-16,,
00-0022045,Terence Newman,CB,1978-09-04,NewmTe20,4463
NEW482274,Tim Newman,RB,1964-06-11,NewmTi20,
00-0037601,Xavier Newman-Johnson,G,1999-08-04,NewmXa00,4259186
00-0012064,Brian Newnam,G,1974-02-11,,
NEW535860,Tony Newsom,DB,1965-07-20,NewsTo20,
00-0033320,Donavin Newsom,LB,1993-10-13,NewsDo00,2971440
00-0012066,Craig Newsome,DB,1971-08-10,NewsCr20,755
00-0036907,Dazz Newsome,WR,1999-05-15,NewsDa00,4240661
00-0036996,Greg Newsome II,CB,2000-05-18,NewsGr00,4361266
00-0012067,Harry Newsome,P,1963-01-25,NewsHa20,6558
00-0028417,Jamar Newsome,WR,1987-11-05,NewsJa00,14295
00-0034565,Detrez Newsome,RB,1994-03-06,NewsDe00,3117131
00-0030995,Jonathan Newsome,OLB,1991-01-22,NewsJo00,16867
NEW589446,Ozzie Newsome,TE,1956-03-15,NewsOz00,
00-0039767,Quinton Newsome,CB,2001-07-11,NewsQu00,4428113
00-0020164,Richard Newsome,DB,1977-12-06,NewsRi20,3999845
NEW616239,Timmy Newsome,FB,1958-05-17,NewsTi00,
00-0012071,Vince Newsome,FS,1961-01-22,NewsVi20,
NEW669825,Billy Newsome,DE,1948-03-02,NewsBi20,
00-0021102,Kendall Newson,WR,1980-03-05,NewsKe00,3716
00-0020777,Tony Newson,LB,1979-09-11,NewsTo21,4417
00-0022935,Brandon Newton,C,1981-04-01,,
00-0023382,Cam Newton,DB,1982-05-19,NewtCa20,
00-0027939,Cam Newton,QB,1989-05-11,NewtCa00,13994
00-0026613,Cecil Newton,C,1986-03-20,NewtCe00,12825
00-0027471,Mike Newton,DB,1987-11-11,NewtMi00,13761
00-0028152,Derek Newton,OT,1987-11-16,NewtDe00,14197
00-0021782,Jim Newton,OT,1978-10-13,NewtJi20,
00-0039906,Jer'Zhan Newton,DT,2002-08-31,NewtJe00,4430560
00-0024594,Joe Newton,TE,1983-10-15,,10864
