gsis_id,display_name,position,birth_date,pfr_id,espn_id
COR555972,Frank Cornish,C,1967-09-24,CornFr21,7032
COR596316,Fred Cornwell,TE,1961-08-07,CornFr22,
COR638910,Frank Corral,K,1955-06-16,corrafra01,
00-0038132,Matt Corral,QB,1999-01-31,CorrMa00,4362874
00-0032386,Kamalei Correa,OLB,1994-04-27,CorrKa00,3042874
COR660207,Chuck Correal,C,1956-05-17,CorrCh20,
00-0040497,Zeke Correll,C,2000-11-10,CorrZe00,4426414
COR681504,Kip Corrington,FS,1965-04-12,CorrKi20,
COR702801,Rico Corsetti,LB,1963-01-13,CorsRi20,
COR745395,Julio Cortes,LB,1962-08-13,CortJu20,
00-0003501,Jose Cortez,K,1975-05-27,cortejos01,2117
00-0025764,Jon Corto,DB,1984-09-03,CortJo20,10903
00-0039738,Blake Corum,RB,2000-11-25,CoruBl00,4429096
COR787989,Anthony Corvino,G,1965-09-15,CorvAn20,
00-0003504,Quentin Coryatt,LB,1970-08-01,CoryQu20,295
COS055372,Doug Cosbie,TE,1956-03-27,CosbDo00,
00-0037505,Bryce Cosby,CB,1999-03-22,CosbBr00,4244717
00-0028815,DeMarco Cosby,TE,1988-07-02,CosbDe00,14843
00-0026716,Quan Cosby,WR,1982-12-23,CosbQu00,12562
COS166116,Bruce Coslet,TE,1946-08-05,CoslBr00,
00-0036618,Sam Cosmi,OT,1999-02-16,CosmSa00,4262199
COS276860,Eric Coss,C,1963-06-12,CossEr20,
00-0019998,Dave Costa,G,1978-09-08,CostDa20,
COS332232,Dave Costa,DE,1941-10-27,CostDa00,
00-0027417,Phil Costa,C,1987-07-11,CostPh00,13552
00-0024129,Blake Costanzo,OLB,1984-04-14,CostBl20,11192
00-0003512,Brad Costello,P,1974-12-12,CostBr20,1742
COS498348,Joe Costello,DE,1960-06-01,CostJo20,
COS719836,Ray Costict,LB,1955-03-19,CostRa20,
00-0035822,Doug Costin,DT,1997-10-05,CostDo00,4038987
00-0023361,Junius Coston,C,1983-11-05,CostJu20,8557
00-0003516,Chad Cota,DB,1971-08-08,CotaCh20,851
00-0038651,Chase Cota,WR,1999-11-09,CotaCh00,4367186
00-0022811,Jerricho Cotchery,WR,1982-06-16,CotcJe00,5633
00-0034209,Curtis Cothran,DT,1995-02-24,CothCu00,3057975
00-0003517,Jeff Cothran,FB,1971-06-28,CothJe00,7623
COT151014,Mark Cotney,FS,1952-06-26,CotnMa20,
00-0026435,Anthony Cotrone,RB,1985-09-14,,
00-0026216,Brad Cottam,TE,1984-11-28,CottBr00,11310
00-0032095,Brandon Cottom,TE,1992-12-21,CottBr01,2576403
COT226521,Barney Cotton,G,1956-09-30,CottBa20,
COT302028,Craig Cotton,TE,1947-07-07,CottCr00,
00-0003523,Curtis Cotton,DB,1969-10-15,,
00-0034906,Eric Cotton,DE,1995-02-28,CottEr00,3043274
00-0018967,James Cotton,DE,1976-11-07,,
00-0035901,Jeff Cotton,WR,1997-04-17,CottJe00,4282647
00-0035117,Lester Cotton,G,1996-02-20,CottLe00,3925344
00-0003526,Marcus Cotton,LB,1966-08-11,CottMa20,
00-0003524,Kenyon Cotton,RB,1974-02-23,CottKe00,8147
00-0003529,Dana Cottrell,LB,1974-01-11,CottDa20,8277
00-0024150,Jimmy Cottrell,LB,1983-01-13,,
00-0035835,Nathan Cottrell,RB,1996-08-02,CottNa00,3917812
00-0022632,T.J. Cottrell,TE,1982-05-03,,
00-0039469,Te'Cory Couch,DB,1999-09-06,CoucTe00,4427348
00-0003535,Tim Couch,QB,1977-07-31,CoucTi00,1752
00-0036402,Carter Coughlin,LB,1997-07-20,CougCa00,4034766
00-0029650,Edawn Coughman,OT,1988-07-21,CougEd00,15700
00-0036308,Isaiah Coulter,WR,1998-09-18,CoulIs00,4248504
00-0003536,Keith Council,DE,1974-12-03,,
00-0028859,Rico Council,LB,1988-12-06,,15159
00-0032793,Blake Countess,CB,1993-08-08,CounBl00,2576229
00-0030722,Jerome Couplin,DB,1991-08-31,CoupJe00,16982
COU346075,Steve Courson,G,1955-10-01,CourSt20,
COU484505,Matt Courtney,DB,1961-12-21,CourMa20,
COU553720,Vince Courville,WR,1959-12-05,CourVi20,
00-0003547,Terry Cousin,DB,1975-04-11,CousTe20,1408
COU622935,Tom Cousineau,LB,1957-05-06,CousTo20,
COU692150,Brad Cousino,LB,1953-04-05,CousBr20,
00-0003549,Jomo Cousins,DE,1974-09-04,,
00-0029604,Kirk Cousins,QB,1988-08-19,CousKi00,14880
00-0026239,Oniel Cousins,OT,1984-06-29,CousOn00,11333
00-0019325,Kenny Coutain,WR,1977-03-12,,
00-0034366,Keke Coutee,WR,1997-01-14,CoutKe00,3915823
00-0026375,Brandon Coutu,K,1984-09-29,CoutBr00,11469
00-0003550,Jim Covert,OT,1960-03-22,,
00-0037132,Britain Covey,WR,1997-03-18,CoveBr00,3926231
00-0003559,Tony Covington,SAF,1967-12-26,CoviTo20,7073
00-0031619,Christian Covington,DE,1993-10-16,CoviCh00,2580666
00-0034410,Chris Covington,LB,1996-01-03,CoviCh01,3128252
00-0003552,Damien Covington,ILB,1972-12-04,CoviDa20,7839
COV553722,Jaime Covington,RB,1962-12-12,CoviJa20,
00-0003555,John Covington,DB,1972-04-22,CoviJo20,7606
00-0003557,Scott Covington,QB,1976-01-17,CoviSc00,3998320
00-0003558,Tom Covington,TE,1969-05-01,,
COW103822,Charley Cowan,OT,1938-06-19,,
COW207644,Larry Cowan,RB,1960-07-11,CowaLa20,
00-0033631,Rashaad Coward,G,1994-11-06,CowaRa00,3060134
00-0035278,Byron Cowart,DT,1996-05-20,CowaBy00,3916922
00-0003563,Sam Cowart,MLB,1975-02-26,CowaSa00,1470
COW415288,Bill Cowher,LB,1957-05-08,CowhBi20,
00-0039365,Jacob Cowing,WR,2001-02-04,CowiJa00,4575665
COW545065,Ben Cowins,RB,1956-04-07,,
COW622932,Al Cowlings,DE,1947-06-16,CowlAl20,
COW726754,John Cowne,C,1962-05-23,CownJo20,
00-0032929,James Cowser,LB,1990-09-13,CowsJa00,2471470
00-0018965,Delbert Cowsette,DE,1977-09-03,CowsDe20,2347
00-0003570,Aaron Cox,WR,1965-03-13,CoxxAa00,6440
00-0003571,Arthur Cox,TE,1961-02-05,CoxxAr00,
00-0038463,Brenton Cox Jr.,DE,2000-01-30,CoxxBr02,4361776
00-0003572,Bryan Cox,LB,1968-02-17,CoxxBr00,261
00-0033408,Bryan Cox,DE,1994-06-25,CoxxBr01,2980098
00-0035310,Chandler Cox,FB,1996-07-29,CoxxCh01,3843217
00-0028793,Christian Cox,LB,1985-12-11,CoxxCh00,
00-0022477,Curome Cox,DB,1981-02-28,CoxxCu20,9350
00-0033339,Demetrious Cox,DB,1994-04-20,CoxxDe00,2979535
00-0027047,Derek Cox,CB,1986-09-22,CoxxDe99,12646
00-0040410,Eli Cox,C,2000-10-19,CoxxEl00,4426981
00-0029653,Fletcher Cox,DT,1990-12-13,CoxxFl00,14941
COX207645,Fred Cox,K,1938-12-11,CoxxFr20,
00-0003576,Greg Cox,DB,1965-01-06,CoxxGr20,
00-0036882,Jabril Cox,LB,1998-04-16,CoxxJa00,4040940
00-0035427,Jeremy Cox,FB,1996-08-16,CoxxJe00,3914534
00-0026391,Kennard Cox,DB,1985-08-17,CoxxKe20,11485
00-0040442,Marques Cox,OT,1999-12-28,CoxxMa01,4374089
00-0026033,Mike Cox,FB,1985-07-11,Cox_Mi20,11747
00-0030128,Michael Cox,RB,1988-11-14,CoxxMi00,15929
00-0027557,Morgan Cox,LS,1986-04-26,CoxxMo00,13848
00-0027737,Perrish Cox,CB,1987-01-10,CoxxPe99,13344
00-0030933,Rakim Cox,DE,1991-02-12,CoxxRa00,17058
00-0019294,Renard Cox,DB,1978-03-03,CoxxRe20,
00-0003583,Ron Cox,OLB,1968-02-27,CoxxRo20,6969
COX692150,Steve Cox,P,1958-05-11,coxxxste01,
COX761365,Tom Cox,C,1962-12-04,CoxxTo20,
00-0022029,Torrie Cox,DB,1980-10-29,CoxxTo21,4663
00-0034625,Anthony Coyle,OT,1996-09-19,CoylAn00,3119215
00-0030770,Brock Coyle,LB,1990-10-12,CoylBr00,16983
COY415290,Eric Coyle,C,1963-10-26,CoylEr20,
00-0036764,Tyler Coyle,SAF,1998-11-15,CoylTy00,4044079
CRA040516,Bob Crable,LB,1959-09-22,CrabBo20,
00-0026218,Shawn Crable,OLB,1984-12-26,CrabSh99,11312
00-0026986,Michael Crabtree,WR,1987-09-14,CrabMi00,12563
00-0026878,Tom Crabtree,TE,1985-11-04,CrabTo00,13102
00-0034542,Zachary Crabtree,OT,1994-09-16,CrabZa00,3046323
00-0034054,River Cracraft,WR,1994-11-01,CracRi00,3052056
CRA141806,Donnie Craft,RB,1959-11-19,CrafDo00,
00-0003597,Jason Craft,DB,1976-02-13,CrafJa20,1913
00-0003598,Jerry Crafts,OT,1968-01-06,CrafJe20,3498
00-0024206,Jonas Crafts,TE,1981-12-29,,
00-0026384,Angelo Craig,DE,1985-09-05,,
CRA202580,Neal Craig,S,1948-04-21,CraiNe20,
00-0003600,Dameyune Craig,QB,1974-04-19,CraiDa00,3998325
CRA243096,Paco Craig,WR,1965-02-02,CraiPa20,
CRA283612,Reggie Craig,WR,1953-06-10,CraiRe00,
00-0003602,Roger Craig,RB,1960-07-10,CraiRo00,6441
CRA324128,Steve Craig,TE,1951-03-13,CraiSt00,
00-0033726,Winston Craig,DT,1995-07-25,CraiWi00,3049895
00-0022886,Casey Cramer,RB,1982-01-05,CramCa00,5753
00-0029490,Jared Crank,RB,1989-01-17,,15579
CRA526708,Bill Craven,DB,1951-12-18,CravBi20,
00-0032767,Su'a Cravens,DB,1995-07-07,CravSu00,3043215
00-0003610,Aaron Craver,FB,1968-12-18,CravAa00,123
00-0021243,Keyuo Craver,CB,1980-08-22,CravKe20,3998326
00-0036191,Aaron Crawford,DT,1997-11-04,CrawAa00,3895837
00-0034049,Antonio Crawford,DB,1994-02-02,CrawAn00,2969946
00-0020440,Brian Crawford,OT,1977-09-27,,
00-0019093,Casey Crawford,TE,1977-08-01,CrawCa00,2451
CRA546966,Charles Crawford,RB,1964-03-08,CrawCh00,
00-0031538,Corey Crawford,DE,1991-12-01,CrawCo00,2576487
CRA567224,Derrick Crawford,WR,1960-09-03,CrawDe21,
00-0003616,Elbert Crawford,C,1966-06-20,CrawEl20,
00-0029627,Jack Crawford,DT,1988-09-07,CrawJa00,15090
00-0034881,James Crawford,LB,1994-12-02,CrawJa01,3042445
00-0003619,Keith Crawford,DB,1970-11-21,CrawKe00,494
00-0041553,Keyron Crawford,DE,2003-10-17,CrawKe01,4911904
00-0040230,Kitan Crawford,SAF,2001-12-31,CrawKi00,4430821
00-0003625,Mike Crawford,LB,1974-10-29,CrawMi21,3792
CRA709030,Mike Crawford,RB,1964-01-03,CrawMi20,
00-0028996,Richard Crawford,DB,1990-08-01,CrawRi00,15129
CRA729288,Rufus Crawford,RB,1955-05-21,CrawRu20,
CRA749546,Tim Crawford,LB,1962-12-17,CrawTi20,
00-0029641,Tyrone Crawford,DT,1989-11-22,CrawTy00,14987
00-0003629,Vernon Crawford,LB,1974-06-25,CrawVe20,1366
00-0035293,Xavier Crawford,DB,1995-12-10,CrawXa00,3860287
00-0032875,Ken Crawley,CB,1993-02-08,CrawKe02,2979612
00-0040223,Jeremy Crawshaw,P,2001-05-22,CrawJe00,4589212
00-0022766,Patrick Crayton,WR,1979-04-07,CrayPa00,5741
00-0034182,Randin Crecelius,G,1996-08-05,CrecRa00,3119531
00-0021421,Gabe Crecion,TE,1977-07-09,CrecGa20,
00-0028885,Lennon Creer,RB,1988-10-13,,15192
00-0040512,Brandon Crenshaw-Dickson,OT,2001-02-22,CrenBr00,4426987
CRE692150,Smiley Creswell,DB,1959-12-11,CresSm20,
CRE761365,Ron Crews,DE,1956-10-09,CrewRo20,
00-0003641,Terry Crews,LB,1968-07-30,CrewTe20,7210
CRI055372,James Cribbs,DE,1966-07-10,CribJa20,
CRI110744,Joe Cribbs,RB,1958-01-05,CribJo00,
00-0023176,Josh Cribbs,WR,1983-06-09,CribJo01,9270
00-0031283,Scott Crichton,DE,1991-10-30,CricSc00,16780
00-0029417,Jared Crick,DE,1989-08-21,CricJa00,15019
00-0036738,Harry Crider,C,1999-05-18,CridHa00,4258244
CRI166116,Eric Crigler,OT,1967-06-03,,
00-0029702,Juron Criner,WR,1989-12-12,CrinJu00,15044
00-0003646,Joel Crisman,G,1971-02-03,CrisJo20,
00-0031701,Rob Crisp,OT,1991-01-03,CrisRo00,2512610
00-0018934,Shadwick Criss,DB,1976-01-11,CrisSh20,2502
CRI332232,Cris Crissy,CB,1959-02-03,CrisCr20,
CRI387604,Chuck Crist,S,1951-01-16,CrisCh20,
00-0003651,Jeff Criswell,OT,1964-03-07,CrisJe20,6935
CRI498348,Kirby Criswell,LB,1957-08-31,CrisKi20,
CRI553720,Ray Criswell,P,1963-08-16,criswray01,
CRI719836,Ken Criter,LB,1947-02-17,CritKe20,
00-0003655,Ray Crittenden,WR,1970-03-01,CritRa00,7448
CRO014320,Jim Crocicchia,QB,1964-02-19,CrocJi20,
00-0022167,Chris Crocker,DB,1980-03-09,CrocCh20,4542
00-0035448,Damarea Crockett,RB,1997-12-22,CrocDa01,4035102
00-0003661,Ray Crockett,CB,1967-01-05,CrocRa20,106
00-0003660,Henri Crockett,OLB,1974-10-28,CrocHe20,1338
00-0033353,Montay Crockett,WR,1993-12-11,CrocMo01,2973973
00-0031826,John Crockett,RB,1992-02-16,CrocJo00,2986739
00-0034819,Josh Crockett,WR,1995-03-13,CrocJo01,4350798
CRO071600,Willis Crockett,LB,1966-08-25,CrocWi20,
00-0003663,Zack Crockett,RB,1972-12-02,CrocZa00,774
00-0003664,Mike Croel,DE,1969-06-06,CroeMi20,6994
CRO100240,Don Croft,DT,1949-01-07,CrofDo20,
00-0024234,Antonio Cromartie,CB,1984-04-15,CromAn20,9605
00-0030317,Marcus Cromartie,DB,1990-12-03,CromMa01,16054
00-0027239,Da'Mon Cromartie-Smith,DB,1987-02-19,CromDa00,13345
00-0027767,Jonathan Crompton,QB,1987-07-25,CromJo00,13346
CRO171840,Nolan Cromwell,DB,1955-01-30,CromNo00,
CRO186160,Pete Cronan,LB,1955-01-13,CronPe20,
00-0036785,Coy Cronk,OT,1998-01-18,CronCo00,4045302
00-0003673,Corey Croom,RB,1971-05-22,CrooCo00,7534
00-0029835,Dominique Croom,WR,1991-04-26,CrooDo00,16311
00-0033627,Jason Croom,TE,1994-02-28,CrooJa00,2972240
00-0022384,Larry Croom,RB,1981-10-29,CrooLa00,5926
CRO329360,Sylvester Croom,C,1954-09-25,CrooSy20,
CRO336520,Chris Crooms,DB,1969-02-04,CrooCh20,
CRO358000,Cleveland Crosby,DE,1956-04-03,CrosCl20,
00-0003676,Clifton Crosby,DB,1974-09-17,CrosCl21,2057
00-0025580,Mason Crosby,K,1984-09-03,CrosMa20,10636
00-0034973,Maxx Crosby,DE,1997-08-22,CrosMa00,3916655
00-0019353,Phillip Crosby,FB,1976-11-05,CrosPh00,2859
CRO372320,Ron Crosby,OLB,1955-03-02,CrosRo20,
CRO386640,Steve Crosby,RB,1950-07-03,CrosSt00,
00-0034390,Tyrell Crosby,G,1995-09-05,CrosTy00,3122687
00-0040242,Jacory Croskey-Merritt,RB,2001-04-12,CrosJa00,4575131
00-0037821,Charles Cross,OT,2000-11-25,CrosCh00,4426376
00-0003681,Howard Cross,TE,1967-08-08,CrosHo00,60
00-0040369,Howard Cross III,DT,2001-07-31,CrosHo01,4426992
00-0030022,Izaan Cross,DE,1991-05-01,,16178
00-0003682,Jeff Cross,DE,1966-03-25,CrosJe00,6919
CRO443920,Justin Cross,OT,1959-04-29,CrosJu20,
00-0037616,Nick Cross,SAF,2001-09-10,CrosNi00,4426403
CRO458240,Randy Cross,C,1954-04-25,CrosRa00,
00-0032745,Alan Cross,TE,1993-07-02,CrosAl00,2586700
00-0034435,Keion Crossen,DB,1996-04-17,CrosKe00,3117135
00-0040565,Brandon Crossley,CB,2001-01-17,CrosBr00,4429480
00-0026039,Julius Crosslin,FB,1983-11-01,,
CRO515520,Leon Crosswhite,RB,1951-04-28,CrosLe00,
00-0033383,Cole Croston,OT,1993-12-25,CrosCo00,2991684
CRO529840,Dave Croston,OT,1963-11-10,CrosDa21,
00-0021220,Eric Crouch,WR,1978-11-16,,
CRO558480,Terry Crouch,G,1959-07-06,CrouTe20,
CRO572800,David Croudip,DB,1958-01-25,CrouDa20,
CRO587120,Ray Crouse,RB,1959-03-16,CrouRa00,
00-0036167,Tae Crowder,LB,1997-03-12,CrowTa00,3915171
00-0031941,Jamison Crowder,WR,1993-06-17,CrowJa00,2576716
00-0023505,Channing Crowder,ILB,1983-12-02,CrowCh20,8484
CRO701680,Randy Crowder,NT,1953-07-30,CrowRa20,
00-0025443,Tim Crowder,DE,1985-06-30,CrowTi99,10500
00-0022389,Tom Crowder,DB,1981-01-21,,
CRO716000,Larry Crowe,RB,1950-01-08,CrowLa00,
00-0022004,Angelo Crowell,LB,1981-08-16,CrowAn20,4552
00-0003700,Germane Crowell,WR,1976-09-13,CrowGe00,1480
00-0030656,Isaiah Crowell,RB,1993-01-08,CrowIs00,17133
00-0033601,Lucas Crowley,C,1994-09-07,CrowLu00,3039716
00-0041103,Dametrious Crownover,OT,2001-09-12,CrowDa00,4431526
00-0024300,Brodie Croyle,QB,1983-02-06,CroyBr00,9671
00-0034947,Ryan Crozier,C,1995-10-31,CrozRy00,3125897
CRU092287,Derrick Crudup,DB,1965-02-15,CrudDe20,
00-0034389,Dane Cruikshank,DB,1995-04-27,CruiDa00,3931422
00-0039568,Frank Crum,OT,2000-05-14,CrumFr00,4361691
CRU184574,Bob Crum,DE,1951-06-28,CrumBo20,
00-0031730,Eric Crume,DT,1993-10-18,CrumEr00,2577606
00-0039402,Jaden Crumedy,DT,2000-07-30,CrumJa00,4362910
00-0026395,Andrew Crummey,G,1984-10-22,CrumAn00,11623
00-0020844,Pat Crummey,G,1980-08-01,,
CRU276861,Dwayne Crump,DB,1950-08-09,CrumDw20,
CRU369148,George Crump,DE,1959-07-22,CrumGe20,
00-0020285,Alge Crumpler,TE,1977-12-23,CrumAl00,2583
00-0003715,Carlester Crumpler,TE,1971-09-05,CrumCa00,605
CRU553722,Doug Crusan,OT,1946-07-26,CrusDo20,
00-0030230,Andy Cruse,WR,1990-01-13,CrusAn00,16553
00-0019925,Darrel Crutchfield,DB,1979-02-26,CrutDa20,2802
CRU727046,Dwayne Crutchfield,RB,1959-09-30,CrutDw00,
00-0003718,Buddy Crutchfield,DB,1976-03-07,CrutBu20,1685
00-0041090,Enrique Cruz,OT,2003-08-04,CruzEn00,4691556
00-0022564,Ronnie Cruz,RB,1981-06-11,CruzRo00,5789
00-0027265,Victor Cruz,WR,1986-11-11,CruzVi00,13553
CRY415291,Bob Cryder,OT,1956-09-07,CrydBo20,
CSO415291,Larry Csonka,RB,1946-12-25,CsonLa00,
00-0027248,Jermelle Cudjo,DT,1986-09-28,CudjJe00,13554
00-0032033,Yannik Cudjoe-Virgil,OLB,1992-11-28,,2976208
00-0040887,Josh Cuevas,TE,2002-09-25,CuevJo00,4876132
00-0025919,Omar Cuff,RB,1984-09-24,,
00-0024565,Quinton Culberson,LB,1985-10-21,CulbQu99,10754
CUL075507,Jim Culbreath,RB,1952-10-21,CulbJi00,
00-0028147,Johnny Culbreath,OT,1988-05-18,CulbJo00,
00-0033696,Sean Culkin,TE,1993-06-11,CulkSe00,2971426
CUL151014,Willie Cullars,DE,1951-08-04,CullWi20,
CUL377535,Dave Cullity,OT,1964-06-15,CullDa21,
00-0028018,Chris Culliver,DB,1988-08-17,CullCh00,14044
00-0003736,Derrick Cullors,RB,1972-12-26,CullDe00,8168
CUL528549,Curley Culp,DT,1946-03-10,CulpCu00,
00-0039754,Devin Culp,TE,2000-02-02,CulpDe00,4361112
00-0003739,Daunte Culpepper,QB,1977-01-28,CulpDa00,1762
00-0003738,Brad Culpepper,DT,1969-05-08,CulpBr20,328
00-0003741,Willie Culpepper,WR,1967-03-27,CulpWi20,
00-0024399,Tyrone Culver,DB,1983-07-06,CulvTy20,9771
00-0003743,Rodney Culver,RB,1969-12-23,CulvRo00,7272
00-0027321,Jeff Cumberland,TE,1987-05-02,CumbJe00,13555
00-0028753,Jamie Cumbie,DT,1989-02-06,CumbJa00,14792
CUM166116,George Cumby,LB,1956-07-05,CumbGe20,
00-0003748,Joe Cummings,ILB,1974-06-08,CummJo20,1149
00-0026013,Kenwin Cummings,LB,1986-07-23,CummKe20,11748
CUM664464,Mack Cummings,WR,1959-03-03,CummMa20,
00-0020972,Billy Cundiff,K,1980-03-30,cundibil01,4245
CUN102494,T.J. Cunningham,DB,1972-10-24,CunnT.20,8076
00-0029795,Benny Cunningham,RB,1990-07-07,CunnBe01,16055
CUN110744,Bennie Cunningham,TE,1954-12-23,CunnBe00,
00-0029564,B.J. Cunningham,WR,1989-05-29,CunnB.00,15037
CUN221488,Douglas Cunningham,WR,1955-11-14,CunnDo20,
00-0003756,Ed Cunningham,G,1969-08-17,CunnEd20,7325
CUN276860,Eric Cunningham,G,1957-03-16,CunnEr20,
00-0003758,Jimmy Cunningham,WR,1973-01-01,,
00-0027661,Jermaine Cunningham,LB,1988-04-24,CunnJe99,13269
00-0031462,Jerome Cunningham,TE,1991-05-25,CunnJe00,2476373
CUN498348,Doug Cunningham,RB,1945-09-14,CunnDo00,
00-0030129,Justice Cunningham,TE,1991-01-14,CunnJu00,15991
00-0034687,Korey Cunningham,OT,1995-05-17,CunnKo00,3056899
00-0038911,Malik Cunningham,WR,1998-10-06,CunnMa00,4240069
00-0037452,Myron Cunningham,OT,1997-10-21,CunnMy00,4031151
00-0003763,Rick Cunningham,OT,1967-01-04,CunnRi20,7326
00-0003761,Randall Cunningham,QB,1963-03-27,CunnRa00,8
00-0003762,Richie Cunningham,K,1970-08-18,cunniric01,1286
CUN775208,Sam Cunningham,RB,1950-08-15,CunnSa00,
00-0029745,Sederrik Cunningham,WR,1989-07-14,CunnSe00,15780
00-0033547,Zach Cunningham,ILB,1994-12-02,CunnZa00,3051750
00-0039316,Baylor Cupp,TE,2000-05-10,CuppBa00,4426364
CUP276861,Keith Cupp,OT,1964-06-20,CuppKe20,
CUR095835,Mike Curcio,LB,1957-01-24,CurcMi20,
CUR127780,Will Cureton,QB,1950-12-02,CureWi00,
00-0036795,Jake Curhan,OT,1998-02-09,CurhJa00,4035870
00-0036349,Kam Curl,SAF,1999-03-03,CurlKa00,4242154
CUR159725,August Curley,LB,1960-01-24,CurlAu20,
00-0022015,Dan Curley,TE,1978-09-25,CurlDa20,
CUR223615,Pat Curran,TE,1945-09-21,CurrPa00,
00-0027698,Rennie Curran,LB,1988-11-10,CurrRe99,13270
CUR255560,Willie Curran,WR,1959-12-30,CurrWi20,
CUR287505,Mike Current,OT,1945-09-17,CurrMi00,
00-0023574,Airese Currie,WR,1982-11-16,CurrAi00,
00-0003775,Herschel Currie,CB,1965-09-08,CurrHe20,
00-0031738,Justin Currie,LB,1993-09-19,CurrJu00,2574756
CUR351395,Bill Currier,S,1955-01-05,CurrBi20,
00-0026981,Aaron Curry,LB,1986-04-06,CurrAa99,12452
00-0041111,Caden Curry,DE,2003-05-24,CurrCa00,4685324
00-0022661,Clarence Curry,CB,1981-12-07,CurrCl20,
CUR447230,Craig Curry,DB,1961-07-20,CurrCr20,
00-0003780,DeMarcus Curry,OT,1975-04-30,CurrDe20,
00-0027520,Dominique Curry,WR,1987-08-16,CurrDo00,13806
00-0019852,Donte Curry,LB,1978-07-22,CurrDo21,3448
00-0003781,Eric Curry,DE,1970-02-03,CurrEr20,427
CUR468526,Buddy Curry,LB,1958-06-04,CurrBu20,
CUR479175,Ivory Curry,DB,1961-02-06,CurrIv20,
00-0021649,Julius Curry,DB,1979-05-17,CurrJu20,5479
00-0023370,Markus Curry,DB,1981-04-07,CurrMa20,
00-0021337,Ronald Curry,WR,1979-05-28,CurrRo01,3734
00-0003788,Scott Curry,OT,1975-12-25,CurrSc20,
00-0003789,Shane Curry,DE,1968-04-07,CurrSh20,
00-0029412,Vinny Curry,DE,1988-06-30,CurrVi00,14959
00-0023325,Walter Curry,DE,1981-06-18,,9365
CUR543065,Bill Curry,LB,1942-10-21,CurrBi00,
00-0021924,Brennan Curtin,OT,1980-06-30,,
CUR627650,Scott Curtis,ILB,1964-12-26,CurtSc20,
00-0023179,Tony Curtis,TE,1983-02-11,CurtTo00,9434
00-0003794,Canute Curtis,OLB,1974-08-04,CurtCa20,1274
CUR638900,Isaac Curtis,WR,1950-10-20,CurtIs00,
CUR670845,Mike Curtis,MLB,1943-03-27,CurtMi00,
00-0021245,Kevin Curtis,DB,1980-07-28,,
00-0022001,Kevin Curtis,WR,1978-07-17,CurtKe00,4532
00-0038914,McClendon Curtis,G,1999-09-16,CurtMc00,4247276
CUR699240,Bobby Curtis,LB,1964-10-23,CurtBo20,
CUR766680,Travis Curtis,DB,1965-09-27,CurtTr20,
00-0036391,Lloyd Cushenberry III,C,1997-11-22,CushLl00,4035448
00-0026991,Brian Cushing,ILB,1987-01-24,CushBr99,12453
00-0003803,Matt Cushing,TE,1975-07-02,CushMa00,2090
CUS415291,Pete Cusick,DT,1952-10-27,CusiPe20,
00-0035153,Jamal Custis,WR,1995-11-06,CustJa01,3124013
00-0003804,Randy Cuthbert,RB,1970-01-16,CuthRa20,7400
00-0024226,Jay Cutler,QB,1983-04-29,CutlJa00,9597
00-0027501,Jacob Cutrera,LB,1988-05-18,CutrJa00,13347
00-0035709,Austin Cutting,LS,1996-10-27,CuttAu00,4038201
00-0030538,Johnathan Cyprien,DB,1990-07-29,CyprJo00,15831
DAD207645,Dave D'Addio,RB,1961-07-13,DAddDa20,
00-0003809,Lou D'Agostino,RB,1973-12-12,DAgoLo20,8100
00-0027612,Ryan D'Imperio,LB,1987-08-15,DImpRy00,13348
00-0003815,Mark D'Onofrio,LB,1969-03-17,DOnoMa20,
00-0040628,Drake Dabney,TE,2002-05-14,DabnDr00,4429466
00-0038143,Marcel Dabo,SAF,2000-01-10,DaboMa00,5054377
00-0021918,Carson Dach,C,1980-09-20,DachCa20,5408
00-0026450,Weston Dacus,LB,1985-09-19,DacuWe99,11864
00-0024168,Wale Dada,DB,1983-05-31,,9910
00-0003818,Bernard Dafney,G,1968-11-01,DafnBe20,7375
00-0036456,Dominique Dafney,TE,1997-06-03,DafnDo00,4036129
00-0003819,Kevin Daft,QB,1975-11-19,,
00-0024796,Craig Dahl,S,1985-06-17,DahlCr99,10785
00-0023180,Harvey Dahl,G,1981-06-24,DahlHa20,9500
00-0032418,Joe Dahl,C,1993-04-09,DahlJo00,2978331
00-0003820,Bob Dahl,G,1968-01-15,DahlBo20,7260
00-0003824,Anthony Daigle,RB,1970-04-05,DaigAn20,
00-0003825,Casey Dailey,LB,1975-06-11,DailCa20,1529
00-0020008,Jauron Dailey,LB,1978-05-22,,
00-0036155,John Daka,DE,1997-12-07,DakaJo00,4028749
DAL069215,Dave Dalby,C,1950-10-19,DalbDa00,
00-0039246,Darrian Dalcourt,G,2000-09-17,DalcDa00,4567132
DAL207645,Jeffery Dale,DB,1962-10-06,DaleJe20,
00-0035300,Dennis Daley,OT,1996-08-07,DaleDe00,4259480
00-0037649,Tae Daley,SAF,1998-10-08,DaleTa00,4242651
00-0003834,Ken Dallafior,G,1959-08-26,DallKe20,
00-0036425,DeeJay Dallas,RB,1998-09-16,DallDe00,4240631
00-0003835,Chris Dalman,G,1970-03-15,DalmCh20,401
00-0036957,Drew Dalman,C,1998-10-15,DalmDr00,4242553
00-0027973,Andy Dalton,QB,1987-10-29,DaltAn00,14012
